SKU,gramos/ml,nombre,categoria_general,categoria,precio,ingrediente_clave,país,url,categoria_normalizada,categoria_original
3084,,Pachet 4 x Deodorante Naturale - Fresh StartAdaugă la .,Corporal,Pack Desodorante,89.9,Comienzo Fresco,Rumania,https://nala.ro/products/pachet-4-x-deodorante-naturale-fresh-start,Pack Desodorante,Otro
3141,,Pachet 4 x Deodorante Naturale - Fructat & EnergizantAdaugă la .,Corporal,Gel Limpiador,89.9,Frutal y Energizante,Rumania,https://nala.ro/products/pachet-4-x-deodorante-crema-fructat-energizant,Pack Desodorante,Gel Limpiador
3143,,Pachet 4 x Deodorante Naturale - Lemnos & ElegantAdaugă la .,Corporal,Pack Desodorante,89.9,Maderas y Elegante,Rumania,https://nala.ro/products/pachet-4-x-deodorante-naturale-lemnos-elegant,Pack Desodorante,Pack Desodorante
3088,,Pachet 4 x Deodorante Naturale - Protecție & ConfortAdaugă la .,Corporal,Pack Desodorante,89.9,Protección y Confort,Rumania,https://nala.ro/products/pachet-4-x-deodorante-naturale-protectie-confort,Pack Desodorante,Pack Desodorante
3091,,Pachet 6 x Deodorante Naturale - EsențialAdaugă la .,Corporal,Pack Desodorante,129.9,Esencial,Rumania,https://nala.ro/products/pachet-6-x-deodorante-naturale-esential,Pack Desodorante,Pack Desodorante
3085,,Pachet 6 x Deodorante Naturale - Fără GrijiAdaugă la .,Corporal,Pack Desodorante,129.9,Sin Preocupaciones,Rumania,https://nala.ro/products/pachet-6-x-deodorante-naturale-fara-griji,Pack Desodorante,Pack Desodorante
3145,,Pachet 6 x Deodorante Naturale - Floral & DelicatAdaugă la .,Corporal,Pack Desodorante,129.9,Floral y Delicado,Rumania,https://nala.ro/products/pachet-6-x-deodorante-naturale-floral-delicat,Pack Desodorante,Pack Desodorante
3144,,Pachet 6 x Deodorante Naturale - Fresh & CitrusAdaugă la .,Corporal,Pack Desodorante,129.9,Fresco y Cítricos,Rumania,https://nala.ro/products/pachet-6-x-deodorante-crema-fresh-citrus,Pack Desodorante,Pack Desodorante
3093,,Pachet 6 x Deodorante Naturale - Fresh MixAdaugă la .,Corporal,Pack Desodorante,129.9,Mix Fresco,Rumania,https://nala.ro/products/pachet-6-x-deodorante-naturale-fresh-mix,Pack Desodorante,Pack Desodorante
3089,,Pachet 6 x Deodorante Naturale - Fresh Mode ONAdaugă la .,Corporal,Pack Desodorante,129.9,Modo Fresco Activado,Rumania,https://nala.ro/products/pachet-6-x-deodorante-naturale-fresh-mode-on,Pack Desodorante,Pack Desodorante
3083,,Pachet 6 x Deodorante Naturale - Fresh StartAdaugă la .,Corporal,Pack Desodorante,129.9,Comienzo Fresco,Rumania,https://nala.ro/products/pachet-6-x-deodorante-naturale-fresh-start,Pack Desodorante,Pack Desodorante
,,Pachet 6 x Deodorante Naturale - Lemnos & IntensAdaugă la .,Corporal,Pack Desodorante,129.9,Maderas e Intenso,Rumania,https://nala.ro/products/pachet-6-x-deodorante-naturale-lemnos-intens,Pack Desodorante,Pack Desodorante
3087,,Pachet 6 x Deodorante Naturale - Protecție & ConfortAdaugă la .,Corporal,Pack Desodorante,129.9,Protección y Confort,Rumania,https://nala.ro/products/pachet-6-x-deodorante-naturale-protectie-confort,Pack Desodorante,Pack Desodorante
30748,100.0,Săpun Anticelulitic Natural - GrapefruitAdaugă la .,Corporal,Jabon Natural,12.9,Pomelo,Rumania,https://nala.ro/products/sapun-natural-grapefruit,Jabón Natural,Pack Desodorante
30735,100.0,Săpun Natural - AnticeluliticAdaugă la .,Corporal,Jabon Natural,15.9,Anticelulítico,Rumania,https://nala.ro/products/sapun-natural-anticelulitic,Jabón Natural,Pack Desodorante
70416,100.0,Săpun Natural cu Lufă - TeiAdaugă la .,Corporal,Jabon Natural,12.9,Tilo,Rumania,https://nala.ro/products/sapun-natural-cu-lufa-tei,Jabón Natural,Pack Desodorante
64814,100.0,Săpun Natural cu Lufă - VanilieAdaugă la .,Corporal,Jabon Natural,12.9,Vainilla,Rumania,https://nala.ro/products/sapun-natural-cu-lufa-vanilie,Jabón Natural,Pack Desodorante
64377,100.0,Săpun Strălucitor - CitriceAdaugă la .,Corporal,Jabon Natural,16.9,Cítricos,Rumania,https://nala.ro/products/sapun-stralucitor-citrice,Jabón Natural,Pack Desodorante
74203,200.0,Scrub CAFEA - Nucă de Cocos & BananăAdaugă la .,Corporal,Exfoliante Corporal,39.9,Coco,Rumania,https://nala.ro/products/scrub-cafea-nuca-de-cocos-banana,Exfoliante Corporal,Pack Desodorante
70423,200.0,Scrub CAFEA - Nucă de Cocos & VanilieAdaugă la .,Corporal,Exfoliante Corporal,39.9,Coco,Rumania,https://nala.ro/products/scrub-cafea-nuca-de-cocos-vanilie,Exfoliante Corporal,Pack Desodorante
64820,200.0,Scrub CAFEA Strălucitor Auriu - Banană & Ulei Nuci MacadamiaAdaugă la .,Corporal,Exfoliante Corporal,49.9,Aceite de macadamia,Rumania,https://nala.ro/products/scrub-cafea-stralucitor-auriu-banana-ulei-nuci-macadamia,Exfoliante Corporal,Jabon Natural
65073,200.0,Scrub Fulgi Nucă de COCOS - Cocktail Nucă de CocosAdaugă la .,Corporal,Exfoliante Corporal,47.9,Coco,Rumania,https://nala.ro/products/scrub-fulgi-nuca-de-cocos-cocktail-nuca-de-cocos,Exfoliante Corporal,Jabon Natural
35445,200.0,Scrub sare - Afine & StruguriAdaugă la .,Corporal,Exfoliante Corporal,39.9,Arándanos y Uvas,Rumania,https://nala.ro/products/scrub-sare-afine-struguri,Exfoliante Corporal,Jabon Natural
30631,200.0,Scrub sare - Flori de primăvarăAdaugă la .,Corporal,Exfoliante Corporal,39.9,Flores de Primavera,Rumania,https://nala.ro/products/scrub-sare-flori-de-primavara,Exfoliante Corporal,Jabon Natural
35421,200.0,Scrub sare - Fructe de pădure & BergamotăAdaugă la .,Corporal,Exfoliante Corporal,39.9,Frutos del Bosque y Bergamota,Rumania,https://nala.ro/products/scrub-sare-fructe-de-padure-bergamota,Exfoliante Corporal,Jabon Natural
35018,200.0,Scrub sare - Granita de LămâieAdaugă la .,Corporal,Exfoliante Corporal,39.9,Limón,Rumania,https://nala.ro/products/scrub-sare-granita-lamaie,Exfoliante Corporal,Jabon Natural
70467,200.0,Scrub sare - LiliacAdaugă la .,Corporal,Exfoliante Corporal,39.9,Liliac,Rumania,https://nala.ro/products/scrub-sare-liliac,Exfoliante Corporal,Jabon Natural
35452,200.0,Scrub sare - Pară & Pepene RoșuAdaugă la .,Corporal,Exfoliante Corporal,39.9,Pera y Sandía,Rumania,https://nala.ro/products/scrub-sare-para-pepene-rosu,Exfoliante Corporal,Jabon Natural
35438,200.0,Scrub sare - Piper Roșu & AmbrăAdaugă la .,Corporal,Exfoliante Corporal,39.9,Pimienta Roja y Ámbar,Rumania,https://nala.ro/products/scrub-sare-piper-rosu-ambra,Exfoliante Corporal,Jabon Natural
70440,200.0,Scrub sare - RodieAdaugă la .,Corporal,Exfoliante Corporal,39.9,Rodie,Rumania,https://nala.ro/products/scrub-sare-rodie,Exfoliante Corporal,Jabon Natural
30632,200.0,Scrub sare - Sâmburi de struguriAdaugă la .,Corporal,Exfoliante Corporal,39.9,Semillas de Uva,Rumania,https://nala.ro/products/scrub-sare-samburi-de-struguri,Exfoliante Corporal,Exfoliante Corporal
30630,200.0,Scrub sare - Struguri roșiiAdaugă la .,Corporal,Exfoliante Corporal,39.9,Uvas Rojas,Rumania,https://nala.ro/products/scrub-sare-struguri-rosii,Exfoliante Corporal,Exfoliante Corporal
30782,300.0,Scrub Sare Hidratant - CafeaAdaugă la .,Corporal,Exfoliante Corporal,49.9,Cafe,Rumania,https://nala.ro/products/scrub-sare-hidratant-cafea,Exfoliante Corporal,Exfoliante Corporal
30790,300.0,Scrub Sare Hidratant - GhimbirAdaugă la .,Corporal,Exfoliante Corporal,49.9,Jengibre,Rumania,https://nala.ro/products/scrub-sare-hidratant-ghimbir,Exfoliante Corporal,Exfoliante Corporal
74291,300.0,Scrub Sare Hidratant - Ulei de CânepăAdaugă la .,Corporal,Aceite Corporal,49.9,Cañamo,Rumania,https://nala.ro/products/scrub-sare-hidratant-ulei-de-canepa,Exfoliante Corporal,Exfoliante Corporal
35544,200.0,Scrub Zahăr & Unt Shea - Fructe de Pădure & BergamotăAdaugă la .,Corporal,Exfoliante Corporal,39.9,Frutos del Bosque y Bergamota,Rumania,https://nala.ro/products/scrub-zahar-unt-shea-fructe-de-padure-bergamota,Exfoliante Corporal,Exfoliante Corporal
35551,150.0,Scrub Zahăr Bezea - Piper Roșu & AmbrăAdaugă la .,Corporal,Exfoliante Corporal,49.9,Pimienta Roja y Ámbar,Rumania,https://nala.ro/products/scrub-zahar-bezea-piper-rosu-ambra,Exfoliante Corporal,Exfoliante Corporal
65069,300.0,Scrub Zahăr Ciocolată - Pudră Cacao & Ulei MigdaleAdaugă la .,Corporal,Exfoliante Corporal,59.9,Almendras,Rumania,https://nala.ro/products/scrub-zahar-ciocolata-pudra-cacao-ulei-migdale,Exfoliante Corporal,Exfoliante Corporal
65093,300.0,Scrub Zahăr Strălucitor AuriuAdaugă la .,Corporal,Exfoliante Corporal,59.9,Otro,Rumania,https://nala.ro/products/scrub-zahar-stralucitor-auriu,Exfoliante Corporal,Exfoliante Corporal
35636,150.0,Șerbet Corp - Afine & StruguriAdaugă la .,Corporal,Exfoliante Corporal,39.9,Arándanos y Uvas,Rumania,https://nala.ro/products/serbet-corp-afine-struguri,Sorbete Corporal,Exfoliante Corporal
64487,150.0,Șerbet Corp - CăpșuniAdaugă la .,Corporal,Sorbete Corporal,39.9,Fresa,Rumania,https://nala.ro/products/serbet-de-corp-capsuni,Sorbete Corporal,Exfoliante Corporal
65014,150.0,Șerbet Corp - CireșeAdaugă la .,Corporal,Sorbete Corporal,39.9,Cereza,Rumania,https://nala.ro/products/serbet-corp-cirese,Sorbete Corporal,Exfoliante Corporal
64897,150.0,Șerbet Corp - Flori de primăvarăAdaugă la .,Corporal,Sorbete Corporal,39.9,Flores de Primavera,Rumania,https://nala.ro/products/serbet-corp-flori-de-primavara-1,Sorbete Corporal,Exfoliante Corporal
35612,150.0,Șerbet Corp - Fructe de pădure & BergamotăAdaugă la .,Corporal,Exfoliante Corporal,39.9,Frutos del Bosque y Bergamota,Rumania,https://nala.ro/products/serbet-corp-fructe-de-padure-bergamota,Sorbete Corporal,Exfoliante Corporal
64891,150.0,Șerbet Corp - LiliacAdaugă la .,Corporal,Sorbete Corporal,39.9,Lila,Rumania,https://nala.ro/products/serbet-corp-liliac,Sorbete Corporal,Exfoliante Corporal
35643,150.0,Șerbet Corp - Pară & Pepene RoșuAdaugă la .,Corporal,Exfoliante Corporal,39.9,Pera y Sandía,Rumania,https://nala.ro/products/serbet-corp-para-pepene-rosu,Sorbete Corporal,Exfoliante Corporal
35629,150.0,Șerbet Corp - Piper Roșu & AmbrăAdaugă la .,Corporal,Aceite Corporal,39.9,Pimienta Roja y Ámbar,Rumania,https://nala.ro/products/serbet-corp-piper-rosu-ambra,Sorbete Corporal,Aceite Corporal
64893,150.0,Șerbet Corp - Struguri roșiiAdaugă la .,Corporal,Sorbete Corporal,39.9,Uvas Rojas,Rumania,https://nala.ro/products/serbet-corp-struguri-rosii-1,Sorbete Corporal,Exfoliante Corporal
65013,150.0,Șerbet Corp - Ulei de CânepăAdaugă la .,Corporal,Aceite Corporal,39.9,Aceite,Rumania,https://nala.ro/products/serbet-corp-ulei-de-canepa,Sorbete Corporal,Exfoliante Corporal
65172,150.0,Șerbet Corp - VanilieAdaugă la .,Corporal,Sorbete Corporal,39.9,Vainilla,Rumania,https://nala.ro/products/serbet-corp-vanilie,Sorbete Corporal,Exfoliante Corporal
65012,150.0,Șerbet Corp - Zmeură & VanilieAdaugă la .,Corporal,Sorbete Corporal,39.9,Vainilla,Rumania,https://nala.ro/products/serbet-corp-zmeura-vanilie,Sorbete Corporal,Exfoliante Corporal
64368,100.0,Spray Corp Strălucitor - GrapefruitAdaugă la .,Corporal,Spray corporal,39.9,Pomelo,Rumania,https://nala.ro/products/spray-corp-stralucitor-grapefruit,Spray corporal,Sorbete Corporal
64499,150.0,Spray protecție solară SPF50 - Extract Morcov & Aloe VeraAdaugă la .,Corporal,Spray corporal,79.9,Extracto,Rumania,https://nala.ro/products/spray-protectie-solara-spf50-extract-morcov-aloe-vera,Spray corporal,Sorbete Corporal
64821,200.0,Spray Strălucitor Păr Sare de Mare - Portocală & AnanasAdaugă la .,Corporal,Spray Capilar,29.9,Naranja y Piña,Rumania,https://nala.ro/products/spray-stralucitor-par-sare-de-mare-portocala-ananas,Spray corporal,Sorbete Corporal
64212,55.0,Ulei solid Strălucitor Corp - Caramel & VanilieAdaugă la .,Corporal,Otro,25.9,Caramelo y Vainilla,Rumania,https://nala.ro/products/ulei-solid-stralucitor-corp-caramel-vanilie,Aceite Corporal,Sorbete Corporal
35285,100.0,Ulei Uscat Strălucitor Corp - Ananas & Lemn SantalAdaugă la .,Corporal,Aceite Corporal,24.9,Piña y Sándalo,Rumania,https://nala.ro/products/ulei-uscat-stralucitor-corp-ananas-lemn-santal,Aceite Corporal,Sorbete Corporal
35261,100.0,Ulei Uscat Strălucitor Corp - Fructul Pasiunii & LitchiAdaugă la .,Corporal,Aceite Corporal,39.9,Fruta de la Pasión y Lichi,Rumania,https://nala.ro/products/ulei-uscat-stralucitor-corp-fructul-pasiunii-litchi,Aceite Corporal,Sorbete Corporal
35254,100.0,Ulei Uscat Strălucitor Corp - Granita de LămâieAdaugă la .,Corporal,Aceite Corporal,39.9,Limón,Rumania,https://nala.ro/products/ulei-uscat-stralucitor-corp-granita-de-lamaie,Aceite Corporal,Sorbete Corporal
64369,100.0,Ulei Uscat Strălucitor Corp - GrapefruitAdaugă la .,Corporal,Aceite Corporal,39.9,Pomelo,Rumania,https://nala.ro/products/ulei-uscat-stralucitor-corp-grapefruit,Aceite Corporal,Sorbete Corporal
35278,100.0,Ulei Uscat Strălucitor Corp - Piersică & MangoAdaugă la .,Corporal,Aceite Corporal,39.9,Piersica & Mango,Rumania,https://nala.ro/products/ulei-uscat-stralucitor-corp-piersica-mango,Aceite Corporal,Sorbete Corporal
64213,11.0,Unt Buze Strălucitor - RodieAdaugă la .,Corporal,Bálsamo labial,24.9,Rodie,Rumania,https://nala.ro/products/balsam-buze-stralucitor-rodie,Bálsamo Labial,Aceite Corporal
35520,125.0,Unt Corp - Afine & StruguriAdaugă la .,Corporal,Manteca Corporal,39.9,Arándanos y Uvas,Rumania,https://nala.ro/products/unt-corp-afine-struguri,Manteca Corporal,Sorbete Corporal
70446,125.0,Unt Corp - CafeaAdaugă la .,Corporal,Manteca Corporal,39.9,Cafe,Rumania,https://nala.ro/products/unt-corp-cafea,Manteca Corporal,Sorbete Corporal
30660,125.0,Unt Corp - Flori de primăvarăAdaugă la .,Corporal,Manteca Corporal,39.9,Flores de Primavera,Rumania,https://nala.ro/products/unt-corp-flori-de-primavara,Manteca Corporal,Spray corporal
35506,125.0,Unt Corp - Fructe de pădure & BergamotăAdaugă la .,Corporal,Manteca Corporal,39.9,Frutos del Bosque y Bergamota,Rumania,https://nala.ro/products/unt-corp-fructe-de-padure-bergamota,Manteca Corporal,Spray corporal
30657,125.0,Unt Corp - GrapefruitAdaugă la .,Corporal,Manteca Corporal,39.9,Pomelo,Rumania,https://nala.ro/products/unt-corp-grapefruit,Manteca Corporal,Spray Capilar
74200,125.0,Unt Corp - Nucă de Cocos & VanilieAdaugă la .,Corporal,Manteca Corporal,39.9,Coco,Rumania,https://nala.ro/products/unt-corp-nuca-de-cocos-vanilie,Manteca Corporal,Spray corporal
35537,125.0,Unt Corp - Pară & Pepene RoșuAdaugă la .,Corporal,Manteca Corporal,39.9,Pera y Sandía,Rumania,https://nala.ro/products/unt-corp-para-pepene-rosu,Manteca Corporal,Otro
35113,,Unt Corp - Piper Roșu & AmbrăAdaugă la .,Corporal,Aceite Corporal,39.9,Pimienta Roja y Ámbar,Rumania,https://nala.ro/products/unt-corp-piper-rosu-ambra,Manteca Corporal,Aceite Corporal
70443,125.0,Unt Corp - RodieAdaugă la .,Corporal,Manteca Corporal,39.9,Rodie,Rumania,https://nala.ro/products/unt-corp-rodie,Manteca Corporal,Aceite Corporal
30656,125.0,Unt Corp - Sâmburi de struguriAdaugă la .,Corporal,Manteca Corporal,39.9,Semillas de Uva,Rumania,https://nala.ro/products/unt-corp-samburi-de-struguri,Manteca Corporal,Aceite Corporal
30654,125.0,Cremă Corp - Struguri roșiiAdaugă la .,Corporal,Crema Corporal,29.9,Uvas Rojas,Rumania,https://nala.ro/products/crema-corp-struguri-rosii,Crema Corporal,Aceite Corporal
64482,47.0,Deodorant Natural Stick - CireșeAdaugă la .,Corporal,Desodorante,24.9,Cereza,Rumania,https://nala.ro/products/deodorant-natural-cirese,Desodorante,Aceite Corporal
64480,47.0,Deodorant Natural Stick - GrapefruitAdaugă la .,Corporal,Desodorante,24.9,Pomelo,Rumania,https://nala.ro/products/deodorant-natural-grapefruit,Desodorante,Bálsamo labial
64479,47.0,Deodorant Natural Stick - Mușețel & LavandăAdaugă la .,Corporal,Desodorante,24.9,Manzanilla,Rumania,https://nala.ro/products/deodorant-natural-musetel-lavanda,Desodorante,Bálsamo labial
64481,47.0,Deodorant Natural Stick - PortocalăAdaugă la .,Corporal,Desodorante,24.9,Naranja,Rumania,https://nala.ro/products/deodorant-natural-portocala,Desodorante,Manteca Corporal
64366,200.0,Exfoliant Zahăr Jeleu - Piper RoșuAdaugă la .,Corporal,Exfoliante Corporal,59.9,Pimienta roja,Rumania,https://nala.ro/products/exfoliant-zahar-jeleu-piper-rosu,Exfoliante Corporal,Manteca Corporal
64214,200.0,Lapte Corp - Nucă de Cocos & VanilieAdaugă la .,Corporal,Crema Corporal,23.9,Coco,Rumania,https://nala.ro/products/lapte-corp-nuca-de-cocos-vanilie,Otro,Manteca Corporal
65018,200.0,Loțiune Corp Hidratantă - Ulei de CânepăAdaugă la .,Corporal,Crema Corporal,29.9,Cañamo,Rumania,https://nala.ro/products/lotiune-corp-hidratanta-ulei-de-canepa,Loción,Manteca Corporal
64825,100.0,"Mască Regenerantă Mâini & Picioare - Ceară Sumac, Carnauba, JojobaAdaugă la .",Corporal,Crema de Manos,39.9,Ceara Sumac,Rumania,https://nala.ro/products/masca-regeneranta-maini-picioare-ceara-sumac-carnauba-jojoba,Crema de Manos,Manteca Corporal
3016,,Pachet 4 x Deodorante Naturale Stick - Fresh & ConfidentAdaugă la .,Corporal,Pack Desodorante,89.9,Fresco,Rumania,https://nala.ro/products/pachet-4-x-deodorante-naturale-stick-fresh-confident,Pack Desodorante,Manteca Corporal
64824,60.0,"Pudră Dezodorizantă Picioare - Argilă, Eucalipt, Arbore CeaiAdaugă la .",Corporal,Desodorante,34.9,Argila,Rumania,https://nala.ro/products/pudra-dezodorizanta-picioare-argila-eucalipt-arbore-ceai,Otro,Manteca Corporal
30638,200.0,Scrub Zahăr - GrapefruitAdaugă la .,Corporal,Exfoliante Corporal,39.9,Pomelo,Rumania,https://nala.ro/products/scrub-zahar-grapefruit,Exfoliante Corporal,Manteca Corporal
64354,100.0,Spray Corp Strălucitor - Caramel & VanilieAdaugă la .,Corporal,Spray corporal,39.9,Caramelo y Vainilla,Rumania,https://nala.ro/products/spray-corp-stralucitor-caramel-vanilla,Spray corporal,Manteca Corporal
64498,150.0,"Spray protecție solară SPF30 - Extract Morcov, Aloe Vera și RodieAdaugă la .",Corporal,Spray corporal,59.9,Extracto,Rumania,https://nala.ro/products/spray-protectie-solara-spf30-extract-morcov-aloe-vera-si-rodie,Spray corporal,Manteca Corporal
74267,150.0,"Ulei Masaj Detoxifiant - Ulei Grapefruit, Chiparos, LămâieAdaugă la .",Corporal,Aceite Corporal,39.9,Pomelo,Rumania,https://nala.ro/products/ulei-masaj-detoxifiant-ulei-grapefruit-chiparos-lamaie,Aceite Corporal,Crema Corporal
